Candidate ID,Interview Score,Reference Check,Communication Skill Level,Cultural Fit,Preferred Work Environment,Date of Interview,Date of Decision,Hired
1113,10,Neutral,Excellent,Fit,Field Work,4/12/2023,5/4/2023,Yes
1114,4,Negative,Average,Strong Mismatch,Hybrid,5/10/2023,5/26/2023,No
1115,5,Positive,Poor,Neutral,Fully Remote,8/2/2023,8/23/2023,No
1116,9,Positive,Excellent,Neutral,In-Office,5/25/2023,6/15/2023,Yes
1117,8,Negative,Average,Fit,Fully Remote,7/6/2023,7/27/2023,No
1118,8,Neutral,Below Average,Strong Fit,In-Office,5/25/2023,6/9/2023,Yes
1119,7,Negative,Poor,Strong Fit,In-Office,7/12/2023,7/30/2023,No
1120,10,Negative,Poor,Strong Mismatch,Field Work,8/3/2023,8/21/2023,No
1121,3,Neutral,Average,Neutral,Fully Remote,6/8/2023,6/30/2023,No
1122,7,Neutral,Poor,Strong Fit,In-Office,4/12/2023,5/4/2023,No
1123,4,Neutral,Average,Fit,Fully Remote,6/28/2023,7/19/2023,No
1124,3,Positive,Excellent,Neutral,Flexible,4/20/2023,5/12/2023,No
1125,8,Positive,Poor,Neutral,Flexible,1/4/2023,1/25/2023,Yes
1126,8,Neutral,Below Average,Strong Fit,Hybrid,4/27/2023,5/14/2023,No
1127,6,Neutral,Poor,Fit,Field Work,2/2/2023,2/23/2023,No
1128,1,Neutral,Below Average,Strong Fit,Flexible,8/30/2023,9/19/2023,No
1129,10,Neutral,Average,Strong Mismatch,Field Work,1/18/2023,2/9/2023,No
1130,5,Neutral,Poor,Strong Fit,Fully Remote,7/12/2023,7/28/2023,No
1131,4,Negative,Average,Neutral,In-Office,1/5/2023,1/27/2023,No
1132,1,Positive,Average,Strong Fit,Flexible,4/5/2023,4/20/2023,No
1133,9,Negative,Average,Slight Mismatch,Flexible,8/3/2023,8/24/2023,No
1134,8,Negative,Average,Strong Fit,In-Office,2/8/2023,3/1/2023,No
1135,7,Neutral,Excellent,Neutral,In-Office,8/10/2023,8/28/2023,No
1136,9,Negative,Below Average,Strong Mismatch,Hybrid,8/9/2023,8/25/2023,No
1137,10,Positive,Below Average,Strong Fit,Field Work,5/25/2023,6/9/2023,Yes
1138,8,Positive,Good,Strong Fit,Flexible,2/15/2023,3/8/2023,No
1139,1,Negative,Excellent,Fit,Field Work,8/10/2023,8/25/2023,No
1140,2,Negative,Below Average,Fit,Hybrid,7/19/2023,8/6/2023,No
1141,8,Negative,Below Average,Slight Mismatch,Field Work,4/19/2023,5/9/2023,Yes
1142,5,Neutral,Average,Neutral,In-Office,6/28/2023,7/17/2023,No
1143,10,Neutral,Excellent,Neutral,In-Office,3/1/2023,3/23/2023,Yes
1144,2,Negative,Below Average,Slight Mismatch,Hybrid,6/22/2023,7/13/2023,No
1145,2,Negative,Poor,Fit,In-Office,8/3/2023,8/19/2023,No
1146,10,Positive,Average,Strong Fit,In-Office,7/26/2023,8/13/2023,No
1147,2,Negative,Good,Strong Mismatch,Field Work,7/20/2023,8/10/2023,No
1148,9,Negative,Excellent,Fit,Flexible,6/14/2023,7/5/2023,No
1149,9,Positive,Average,Fit,Field Work,4/20/2023,5/11/2023,No
1150,1,Negative,Average,Strong Fit,Fully Remote,8/17/2023,9/5/2023,No
1151,9,Neutral,Average,Strong Fit,In-Office,1/4/2023,1/25/2023,No
1152,3,Negative,Average,Neutral,Hybrid,3/2/2023,3/17/2023,No
1153,3,Positive,Poor,Strong Fit,Hybrid,5/4/2023,5/21/2023,No
1154,3,Neutral,Below Average,Strong Fit,In-Office,8/30/2023,9/16/2023,No
1155,3,Neutral,Below Average,Fit,Flexible,4/5/2023,4/20/2023,No
1156,8,Neutral,Poor,Fit,Flexible,5/25/2023,6/12/2023,No
1157,1,Positive,Average,Slight Mismatch,Hybrid,4/6/2023,4/24/2023,No
1158,10,Negative,Below Average,Slight Mismatch,Hybrid,4/26/2023,5/11/2023,No
1159,8,Positive,Below Average,Fit,Hybrid,4/20/2023,5/11/2023,No
1160,5,Negative,Good,Slight Mismatch,Field Work,6/1/2023,6/20/2023,No
1161,9,Neutral,Average,Slight Mismatch,In-Office,8/3/2023,8/20/2023,No
1162,4,Positive,Excellent,Fit,Fully Remote,5/10/2023,5/25/2023,No
1163,4,Positive,Average,Neutral,Field Work,5/18/2023,6/6/2023,No
1164,10,Neutral,Excellent,Fit,Field Work,2/16/2023,3/5/2023,Yes
1165,1,Negative,Excellent,Strong Mismatch,Field Work,7/13/2023,8/4/2023,No
1166,7,Positive,Excellent,Neutral,Hybrid,6/15/2023,7/6/2023,No
1167,9,Positive,Excellent,Slight Mismatch,Flexible,1/11/2023,1/27/2023,No
1168,5,Negative,Good,Slight Mismatch,Hybrid,3/22/2023,4/6/2023,No
1169,3,Negative,Good,Slight Mismatch,Flexible,8/2/2023,8/20/2023,No
1170,2,Positive,Below Average,Neutral,Field Work,8/3/2023,8/19/2023,No
1171,2,Positive,Good,Fit,Hybrid,8/23/2023,9/9/2023,No
1172,5,Neutral,Good,Strong Mismatch,Fully Remote,1/26/2023,2/14/2023,No
1173,5,Negative,Poor,Strong Mismatch,Field Work,7/27/2023,8/14/2023,No
1174,8,Negative,Average,Neutral,Fully Remote,6/21/2023,7/10/2023,Yes
1175,1,Negative,Below Average,Fit,Fully Remote,4/6/2023,4/27/2023,No
1176,8,Negative,Below Average,Fit,Hybrid,4/6/2023,4/23/2023,No
1177,2,Neutral,Excellent,Neutral,Flexible,6/1/2023,6/21/2023,No
1178,3,Neutral,Good,Neutral,In-Office,6/28/2023,7/20/2023,No
1179,10,Neutral,Good,Fit,Field Work,6/28/2023,7/14/2023,Yes
1180,7,Neutral,Good,Strong Fit,In-Office,4/19/2023,5/10/2023,No
1181,3,Positive,Good,Neutral,Hybrid,5/24/2023,6/14/2023,No
1182,8,Neutral,Average,Fit,Flexible,7/19/2023,8/8/2023,No
1183,10,Neutral,Below Average,Neutral,Flexible,6/8/2023,6/25/2023,Yes
1184,5,Neutral,Poor,Slight Mismatch,Fully Remote,6/28/2023,7/20/2023,No
1185,1,Negative,Below Average,Fit,Field Work,7/27/2023,8/15/2023,No
1186,8,Neutral,Poor,Slight Mismatch,In-Office,8/3/2023,8/22/2023,No
1187,8,Positive,Poor,Fit,Field Work,7/12/2023,8/2/2023,No
1188,7,Neutral,Poor,Slight Mismatch,Flexible,3/16/2023,4/5/2023,No
1189,4,Neutral,Below Average,Slight Mismatch,In-Office,3/23/2023,4/13/2023,No
1190,6,Positive,Good,Slight Mismatch,Flexible,2/9/2023,2/25/2023,No
1191,6,Negative,Poor,Neutral,In-Office,6/1/2023,6/22/2023,No
1192,4,Negative,Below Average,Fit,Flexible,3/9/2023,3/29/2023,No
1193,4,Neutral,Below Average,Slight Mismatch,Field Work,8/2/2023,8/17/2023,No
1194,6,Positive,Good,Neutral,Flexible,6/21/2023,7/13/2023,No
1195,5,Negative,Below Average,Fit,Hybrid,6/1/2023,6/16/2023,No
1196,5,Positive,Below Average,Strong Mismatch,Field Work,8/17/2023,9/4/2023,No
1197,3,Negative,Below Average,Slight Mismatch,Hybrid,5/10/2023,5/31/2023,No
1198,7,Positive,Poor,Neutral,Hybrid,3/8/2023,3/26/2023,No
1199,9,Negative,Good,Slight Mismatch,Field Work,7/13/2023,8/1/2023,Yes
1200,4,Negative,Good,Slight Mismatch,Field Work,1/18/2023,2/5/2023,No
1201,9,Positive,Average,Neutral,Flexible,2/23/2023,3/11/2023,No
1202,7,Neutral,Average,Fit,Hybrid,7/13/2023,7/28/2023,No
1203,9,Negative,Poor,Slight Mismatch,Flexible,3/30/2023,4/19/2023,No
1204,9,Neutral,Below Average,Neutral,Hybrid,6/7/2023,6/24/2023,Yes
1205,10,Positive,Below Average,Fit,Field Work,5/11/2023,5/29/2023,No
1206,4,Negative,Below Average,Strong Fit,Field Work,2/2/2023,2/23/2023,No
1207,9,Negative,Poor,Slight Mismatch,Field Work,5/18/2023,6/5/2023,No
1208,4,Positive,Poor,Strong Mismatch,Fully Remote,2/2/2023,2/22/2023,No
1209,10,Negative,Average,Strong Mismatch,In-Office,5/11/2023,5/31/2023,No
1210,9,Positive,Below Average,Strong Mismatch,Hybrid,6/28/2023,7/14/2023,No
1211,7,Negative,Below Average,Strong Fit,Hybrid,4/12/2023,4/27/2023,No
1212,9,Neutral,Below Average,Slight Mismatch,Flexible,7/6/2023,7/28/2023,Yes
1213,3,Neutral,Average,Fit,In-Office,8/17/2023,9/1/2023,No
1214,1,Positive,Poor,Fit,Flexible,8/10/2023,8/31/2023,No
1215,1,Negative,Good,Slight Mismatch,Fully Remote,3/8/2023,3/29/2023,No
1216,2,Positive,Good,Slight Mismatch,In-Office,3/8/2023,3/23/2023,No
1217,9,Positive,Average,Strong Fit,Fully Remote,4/26/2023,5/17/2023,No
1218,8,Negative,Below Average,Fit,Hybrid,5/11/2023,6/1/2023,No
1219,5,Neutral,Poor,Neutral,In-Office,8/10/2023,8/29/2023,No
1220,4,Neutral,Excellent,Strong Mismatch,Flexible,5/10/2023,5/28/2023,No
1221,1,Neutral,Poor,Strong Fit,In-Office,3/30/2023,4/20/2023,No
1222,9,Neutral,Good,Neutral,Fully Remote,6/14/2023,6/30/2023,Yes
1223,1,Neutral,Excellent,Slight Mismatch,Flexible,5/10/2023,5/25/2023,No
1224,10,Positive,Good,Neutral,Field Work,4/20/2023,5/6/2023,No
1225,4,Positive,Excellent,Fit,Field Work,6/7/2023,6/28/2023,No
1226,4,Negative,Average,Neutral,Fully Remote,5/18/2023,6/7/2023,No
1227,6,Neutral,Excellent,Strong Fit,Fully Remote,5/4/2023,5/19/2023,No
1228,8,Negative,Excellent,Slight Mismatch,Field Work,7/13/2023,8/1/2023,Yes
1229,10,Neutral,Below Average,Slight Mismatch,Hybrid,6/22/2023,7/11/2023,No
1230,4,Positive,Average,Fit,Hybrid,8/24/2023,9/11/2023,No
1231,7,Negative,Excellent,Slight Mismatch,Flexible,5/18/2023,6/9/2023,No
1232,10,Neutral,Poor,Slight Mismatch,Field Work,4/6/2023,4/21/2023,No
1233,6,Neutral,Good,Strong Mismatch,Field Work,7/13/2023,7/29/2023,No
1234,5,Neutral,Below Average,Neutral,Fully Remote,7/6/2023,7/24/2023,No
1235,9,Neutral,Excellent,Neutral,Fully Remote,7/12/2023,8/3/2023,No
1236,9,Neutral,Average,Fit,Flexible,5/4/2023,5/22/2023,No
1237,3,Neutral,Good,Fit,Field Work,6/8/2023,6/26/2023,No
1238,4,Neutral,Good,Strong Mismatch,Flexible,4/6/2023,4/22/2023,No
1239,3,Neutral,Excellent,Slight Mismatch,Hybrid,2/9/2023,3/3/2023,No
1240,8,Neutral,Average,Strong Mismatch,Flexible,2/8/2023,2/26/2023,No
1241,8,Positive,Good,Strong Fit,Field Work,4/13/2023,5/5/2023,Yes
1242,3,Positive,Good,Strong Mismatch,Fully Remote,2/8/2023,2/24/2023,No
1243,4,Positive,Excellent,Neutral,In-Office,3/1/2023,3/20/2023,No
1244,6,Positive,Poor,Fit,Fully Remote,3/22/2023,4/8/2023,No
1245,6,Neutral,Good,Strong Mismatch,Field Work,7/6/2023,7/21/2023,No
1246,1,Negative,Excellent,Strong Mismatch,Flexible,1/12/2023,1/29/2023,No
1247,4,Negative,Average,Slight Mismatch,In-Office,8/31/2023,9/20/2023,No
1248,4,Negative,Average,Fit,Field Work,5/24/2023,6/12/2023,No
1249,8,Positive,Poor,Strong Mismatch,Field Work,6/15/2023,6/30/2023,Yes
1250,9,Positive,Below Average,Fit,Field Work,1/25/2023,2/12/2023,No
1251,5,Neutral,Below Average,Strong Mismatch,Flexible,6/28/2023,7/16/2023,No
1252,9,Positive,Excellent,Strong Fit,Field Work,3/23/2023,4/9/2023,No
1253,1,Positive,Poor,Neutral,Hybrid,8/10/2023,8/31/2023,No
1254,9,Neutral,Poor,Slight Mismatch,Flexible,7/27/2023,8/17/2023,No
1255,4,Positive,Excellent,Strong Fit,In-Office,2/23/2023,3/16/2023,No
1256,7,Neutral,Good,Neutral,Hybrid,6/14/2023,7/2/2023,No
1257,7,Neutral,Good,Fit,Flexible,4/12/2023,4/27/2023,No
1258,9,Neutral,Below Average,Fit,Flexible,8/2/2023,8/22/2023,No
1259,10,Positive,Excellent,Slight Mismatch,In-Office,8/3/2023,8/18/2023,Yes
1260,7,Neutral,Below Average,Neutral,Fully Remote,3/29/2023,4/20/2023,No
1261,9,Neutral,Poor,Fit,Flexible,8/30/2023,9/16/2023,Yes
1262,9,Positive,Poor,Strong Mismatch,In-Office,3/22/2023,4/9/2023,No
1263,7,Neutral,Excellent,Fit,Flexible,8/23/2023,9/8/2023,No
1264,6,Positive,Good,Strong Mismatch,Hybrid,8/31/2023,9/22/2023,No
1265,3,Negative,Average,Strong Mismatch,In-Office,3/8/2023,3/23/2023,No
1266,8,Positive,Excellent,Fit,Hybrid,2/8/2023,2/26/2023,No
1267,3,Negative,Excellent,Fit,Fully Remote,2/9/2023,2/24/2023,No
1268,9,Neutral,Good,Fit,In-Office,8/3/2023,8/18/2023,Yes
1269,6,Neutral,Average,Strong Fit,Hybrid,1/25/2023,2/14/2023,No
1270,3,Positive,Average,Strong Mismatch,Hybrid,2/15/2023,3/3/2023,No
1271,3,Neutral,Good,Slight Mismatch,Field Work,2/9/2023,3/1/2023,No
1272,10,Negative,Poor,Strong Fit,Flexible,5/4/2023,5/20/2023,No
1273,4,Negative,Excellent,Strong Mismatch,Fully Remote,4/27/2023,5/12/2023,No
1274,5,Negative,Poor,Slight Mismatch,Hybrid,8/2/2023,8/23/2023,No
1275,3,Neutral,Below Average,Slight Mismatch,Hybrid,7/13/2023,7/31/2023,No
1276,8,Negative,Good,Neutral,Hybrid,2/16/2023,3/6/2023,No
1277,10,Positive,Excellent,Slight Mismatch,Hybrid,2/23/2023,3/12/2023,No
1278,2,Neutral,Good,Strong Fit,Flexible,8/17/2023,9/6/2023,No
1279,7,Neutral,Good,Neutral,Hybrid,3/15/2023,4/1/2023,No
1280,4,Positive,Good,Fit,Flexible,1/26/2023,2/14/2023,No
1281,2,Neutral,Excellent,Strong Fit,Fully Remote,4/26/2023,5/14/2023,No
1282,2,Neutral,Average,Neutral,Field Work,3/2/2023,3/17/2023,No
1283,3,Neutral,Poor,Strong Mismatch,In-Office,2/23/2023,3/11/2023,No
1284,3,Positive,Below Average,Strong Mismatch,In-Office,1/12/2023,2/1/2023,No
1285,10,Negative,Below Average,Slight Mismatch,Hybrid,5/17/2023,6/7/2023,No
1286,10,Positive,Good,Neutral,Flexible,8/3/2023,8/24/2023,No
1287,2,Negative,Good,Strong Mismatch,Flexible,5/4/2023,5/19/2023,No
1288,7,Neutral,Average,Fit,Field Work,3/22/2023,4/10/2023,No
1289,3,Positive,Poor,Slight Mismatch,Fully Remote,3/8/2023,3/30/2023,No
1290,10,Positive,Excellent,Fit,Field Work,8/17/2023,9/3/2023,No
1291,3,Neutral,Below Average,Slight Mismatch,Fully Remote,3/2/2023,3/22/2023,No
1292,2,Neutral,Good,Strong Fit,In-Office,7/19/2023,8/3/2023,No
1293,2,Negative,Excellent,Strong Fit,Hybrid,6/15/2023,6/30/2023,No
1294,2,Positive,Good,Fit,Flexible,3/22/2023,4/8/2023,No
1295,6,Positive,Excellent,Strong Fit,Hybrid,2/8/2023,2/25/2023,No
1296,3,Negative,Below Average,Fit,Field Work,1/5/2023,1/24/2023,No
1297,8,Negative,Below Average,Fit,Hybrid,6/8/2023,6/29/2023,No
1298,6,Positive,Below Average,Strong Mismatch,Flexible,3/1/2023,3/17/2023,No
1299,3,Neutral,Below Average,Strong Mismatch,Field Work,3/16/2023,4/1/2023,No
1300,1,Positive,Below Average,Slight Mismatch,Flexible,3/29/2023,4/19/2023,No
1301,9,Neutral,Below Average,Fit,Hybrid,7/12/2023,8/1/2023,No
1302,5,Positive,Average,Fit,In-Office,7/27/2023,8/11/2023,No
1303,10,Positive,Good,Strong Mismatch,Fully Remote,5/3/2023,5/21/2023,Yes
1304,5,Neutral,Excellent,Strong Mismatch,Fully Remote,5/25/2023,6/16/2023,No
1305,4,Negative,Average,Strong Fit,Hybrid,2/22/2023,3/13/2023,No
1306,2,Neutral,Excellent,Fit,Flexible,2/22/2023,3/16/2023,No
1307,1,Negative,Average,Strong Mismatch,Flexible,5/4/2023,5/22/2023,No
1308,9,Neutral,Good,Strong Mismatch,Fully Remote,3/29/2023,4/16/2023,No
1309,2,Neutral,Below Average,Fit,Fully Remote,5/24/2023,6/12/2023,No
1310,7,Neutral,Poor,Strong Fit,In-Office,1/18/2023,2/4/2023,No
1311,7,Neutral,Average,Strong Fit,In-Office,1/5/2023,1/26/2023,No
1312,7,Negative,Excellent,Strong Mismatch,Field Work,6/28/2023,7/16/2023,No
1313,7,Neutral,Excellent,Strong Mismatch,Hybrid,4/26/2023,5/18/2023,No
1314,4,Positive,Poor,Strong Fit,Hybrid,1/25/2023,2/10/2023,No
1315,9,Positive,Average,Slight Mismatch,In-Office,2/22/2023,3/12/2023,Yes
1316,7,Neutral,Below Average,Slight Mismatch,Flexible,2/8/2023,3/2/2023,No
1317,10,Negative,Average,Neutral,Fully Remote,6/15/2023,7/2/2023,No
1318,7,Neutral,Poor,Fit,Field Work,3/29/2023,4/19/2023,No
1319,1,Negative,Excellent,Strong Fit,In-Office,2/2/2023,2/17/2023,No
1320,3,Neutral,Good,Strong Mismatch,Flexible,4/6/2023,4/28/2023,No
1321,6,Positive,Good,Slight Mismatch,Fully Remote,1/19/2023,2/9/2023,No
1322,4,Negative,Good,Strong Mismatch,In-Office,2/9/2023,3/3/2023,No
1323,5,Neutral,Good,Slight Mismatch,Hybrid,3/8/2023,3/26/2023,No
1324,4,Positive,Good,Strong Fit,Fully Remote,5/3/2023,5/23/2023,No
1325,5,Neutral,Poor,Fit,Flexible,1/26/2023,2/14/2023,No
1326,1,Neutral,Poor,Strong Fit,Hybrid,7/12/2023,7/29/2023,No
1327,5,Positive,Below Average,Slight Mismatch,Field Work,6/15/2023,7/7/2023,No
1328,3,Negative,Excellent,Neutral,Fully Remote,1/5/2023,1/20/2023,No
1329,1,Negative,Below Average,Fit,Hybrid,7/5/2023,7/26/2023,No
1330,10,Neutral,Average,Strong Mismatch,Hybrid,4/19/2023,5/11/2023,No
1331,8,Positive,Poor,Slight Mismatch,Field Work,4/12/2023,5/4/2023,No
1332,1,Neutral,Poor,Fit,In-Office,4/26/2023,5/13/2023,No
1333,9,Positive,Average,Neutral,In-Office,4/5/2023,4/22/2023,Yes
1334,9,Neutral,Excellent,Fit,Fully Remote,3/29/2023,4/15/2023,No
1335,2,Negative,Good,Slight Mismatch,Field Work,7/13/2023,8/2/2023,No
1336,9,Negative,Average,Strong Mismatch,Hybrid,5/18/2023,6/5/2023,No
1337,7,Neutral,Excellent,Slight Mismatch,Field Work,8/9/2023,8/24/2023,No
1338,8,Negative,Excellent,Strong Fit,Fully Remote,2/2/2023,2/19/2023,No
1339,1,Neutral,Average,Fit,In-Office,2/22/2023,3/11/2023,No
1340,6,Neutral,Good,Neutral,Fully Remote,5/25/2023,6/11/2023,No
1341,1,Neutral,Below Average,Neutral,Flexible,3/23/2023,4/9/2023,No
1342,3,Negative,Excellent,Fit,Fully Remote,5/18/2023,6/8/2023,No
1343,6,Positive,Average,Strong Mismatch,Field Work,1/5/2023,1/21/2023,No
1344,8,Positive,Excellent,Neutral,Field Work,3/2/2023,3/24/2023,No
1345,9,Positive,Poor,Strong Fit,In-Office,1/5/2023,1/27/2023,No
1346,9,Negative,Excellent,Neutral,Flexible,7/27/2023,8/14/2023,Yes
1347,10,Positive,Excellent,Fit,In-Office,3/8/2023,3/24/2023,No
1348,1,Negative,Excellent,Strong Fit,In-Office,8/17/2023,9/2/2023,Yes
1349,2,Negative,Excellent,Fit,In-Office,5/24/2023,6/14/2023,No
1350,1,Positive,Average,Strong Mismatch,Flexible,1/18/2023,2/3/2023,No
1351,2,Negative,Excellent,Strong Mismatch,Hybrid,1/19/2023,2/10/2023,No
1352,5,Positive,Excellent,Fit,Fully Remote,4/5/2023,4/25/2023,No
1353,4,Neutral,Below Average,Strong Mismatch,Fully Remote,2/9/2023,3/3/2023,No
1354,3,Positive,Average,Strong Mismatch,Field Work,2/16/2023,3/4/2023,No
1355,5,Positive,Good,Strong Fit,Hybrid,1/5/2023,1/24/2023,No
1356,9,Neutral,Average,Neutral,Hybrid,2/22/2023,3/10/2023,No
1357,6,Positive,Average,Neutral,Flexible,8/2/2023,8/21/2023,No
1358,1,Neutral,Poor,Slight Mismatch,Hybrid,3/23/2023,4/10/2023,No
1359,5,Negative,Below Average,Strong Fit,In-Office,1/11/2023,1/26/2023,No
1360,3,Positive,Below Average,Strong Fit,Hybrid,4/27/2023,5/18/2023,No
1361,3,Neutral,Below Average,Strong Mismatch,Fully Remote,5/31/2023,6/20/2023,No
1362,8,Negative,Poor,Strong Mismatch,In-Office,5/18/2023,6/8/2023,No
1363,7,Positive,Good,Strong Fit,Fully Remote,7/26/2023,8/17/2023,No
1364,3,Negative,Poor,Neutral,In-Office,4/13/2023,5/2/2023,No
1365,3,Positive,Poor,Slight Mismatch,Field Work,2/23/2023,3/14/2023,No
1366,10,Positive,Good,Strong Fit,Field Work,2/1/2023,2/19/2023,No
1367,4,Negative,Below Average,Slight Mismatch,Field Work,7/19/2023,8/7/2023,No
1368,7,Positive,Good,Fit,Field Work,8/10/2023,8/27/2023,No
1369,6,Negative,Below Average,Strong Fit,In-Office,6/14/2023,7/4/2023,Yes
1370,6,Negative,Excellent,Slight Mismatch,Hybrid,7/12/2023,8/2/2023,No
1371,4,Negative,Average,Fit,Flexible,6/1/2023,6/17/2023,No
1372,3,Negative,Average,Strong Fit,Flexible,7/20/2023,8/8/2023,No
1373,3,Positive,Good,Slight Mismatch,Fully Remote,6/15/2023,7/4/2023,No
1374,3,Positive,Good,Strong Mismatch,Field Work,8/30/2023,9/21/2023,No
1375,5,Positive,Average,Strong Fit,In-Office,5/18/2023,6/4/2023,Yes
1376,10,Positive,Below Average,Strong Fit,Flexible,8/3/2023,8/20/2023,No
1377,4,Positive,Good,Strong Fit,Field Work,1/19/2023,2/3/2023,No
1378,3,Neutral,Average,Strong Mismatch,Fully Remote,3/16/2023,4/6/2023,No
1379,10,Positive,Below Average,Strong Fit,Flexible,5/11/2023,6/1/2023,Yes
1380,8,Negative,Poor,Strong Fit,Hybrid,5/4/2023,5/24/2023,No
1381,8,Positive,Below Average,Neutral,In-Office,2/22/2023,3/13/2023,No
1382,10,Positive,Average,Strong Fit,Flexible,6/21/2023,7/6/2023,No
1383,4,Positive,Excellent,Neutral,Fully Remote,4/5/2023,4/25/2023,No
1384,4,Positive,Poor,Strong Fit,Fully Remote,7/19/2023,8/10/2023,No
1385,6,Neutral,Poor,Slight Mismatch,Hybrid,2/16/2023,3/6/2023,No
1386,5,Neutral,Good,Neutral,Field Work,1/11/2023,1/28/2023,No
1387,8,Negative,Below Average,Slight Mismatch,Fully Remote,8/10/2023,8/31/2023,No
1388,2,Positive,Average,Strong Fit,Hybrid,5/25/2023,6/12/2023,No
1389,4,Positive,Average,Neutral,Hybrid,3/8/2023,3/28/2023,No
1390,9,Negative,Excellent,Slight Mismatch,In-Office,4/19/2023,5/9/2023,No
1391,7,Neutral,Excellent,Neutral,Flexible,6/1/2023,6/20/2023,No
1392,8,Neutral,Average,Strong Fit,Field Work,8/31/2023,9/18/2023,No
1393,7,Positive,Good,Strong Mismatch,In-Office,3/30/2023,4/20/2023,No
1394,8,Neutral,Average,Fit,Fully Remote,4/12/2023,5/4/2023,Yes
1395,3,Negative,Average,Neutral,Flexible,5/17/2023,6/4/2023,No
1396,6,Positive,Good,Slight Mismatch,Fully Remote,3/15/2023,4/2/2023,No
1397,10,Positive,Average,Fit,In-Office,7/19/2023,8/5/2023,Yes
1398,3,Positive,Poor,Neutral,Field Work,1/12/2023,2/2/2023,No
1399,1,Positive,Good,Slight Mismatch,Fully Remote,2/2/2023,2/18/2023,No
1400,10,Neutral,Excellent,Neutral,Field Work,7/12/2023,8/1/2023,No
1401,6,Positive,Excellent,Fit,Fully Remote,5/3/2023,5/21/2023,No
1402,9,Neutral,Good,Slight Mismatch,In-Office,5/17/2023,6/4/2023,No
1403,4,Positive,Excellent,Slight Mismatch,Hybrid,4/13/2023,5/4/2023,No
1404,10,Neutral,Poor,Slight Mismatch,Fully Remote,3/15/2023,4/6/2023,No
1405,6,Neutral,Good,Strong Mismatch,Flexible,5/11/2023,5/27/2023,No
1406,7,Positive,Poor,Strong Fit,Hybrid,1/5/2023,1/22/2023,No
1407,5,Negative,Good,Slight Mismatch,Hybrid,6/8/2023,6/26/2023,No
1408,4,Positive,Average,Strong Mismatch,Flexible,5/4/2023,5/26/2023,No
1409,9,Negative,Excellent,Strong Fit,Field Work,7/6/2023,7/24/2023,No
1410,4,Negative,Excellent,Strong Mismatch,In-Office,2/2/2023,2/19/2023,No
1411,3,Positive,Below Average,Strong Fit,Field Work,5/10/2023,5/25/2023,No
1412,9,Negative,Excellent,Slight Mismatch,Fully Remote,6/1/2023,6/21/2023,No
1413,8,Neutral,Good,Slight Mismatch,Hybrid,8/24/2023,9/12/2023,No
1414,2,Negative,Below Average,Slight Mismatch,Hybrid,1/25/2023,2/16/2023,No
1415,2,Positive,Excellent,Slight Mismatch,Hybrid,2/8/2023,2/24/2023,No
1416,3,Neutral,Excellent,Slight Mismatch,Hybrid,1/5/2023,1/25/2023,No
1417,5,Positive,Average,Strong Fit,In-Office,2/15/2023,3/8/2023,No
1418,9,Neutral,Good,Strong Mismatch,Flexible,4/20/2023,5/7/2023,No
1419,1,Neutral,Excellent,Strong Mismatch,Hybrid,2/8/2023,2/26/2023,No
1420,6,Neutral,Good,Fit,In-Office,5/18/2023,6/3/2023,No
1421,5,Negative,Good,Slight Mismatch,Field Work,5/18/2023,6/9/2023,No
1422,7,Positive,Poor,Slight Mismatch,In-Office,1/19/2023,2/7/2023,No
1423,5,Neutral,Poor,Fit,Field Work,1/18/2023,2/9/2023,No
1424,8,Negative,Excellent,Neutral,Field Work,4/12/2023,4/30/2023,No
1425,8,Positive,Good,Fit,Fully Remote,6/15/2023,7/6/2023,No
1426,5,Positive,Poor,Fit,Field Work,7/27/2023,8/16/2023,No
1427,5,Neutral,Average,Strong Mismatch,Hybrid,8/16/2023,9/6/2023,No
1428,6,Positive,Good,Slight Mismatch,Field Work,2/2/2023,2/17/2023,No
1429,10,Positive,Good,Slight Mismatch,Hybrid,1/5/2023,1/23/2023,No
1430,2,Positive,Excellent,Neutral,Fully Remote,8/9/2023,8/31/2023,No
1431,4,Positive,Good,Fit,Hybrid,2/22/2023,3/10/2023,No
1432,8,Neutral,Below Average,Slight Mismatch,Field Work,8/31/2023,9/16/2023,Yes
1433,1,Negative,Poor,Strong Fit,Fully Remote,8/2/2023,8/17/2023,No
1434,9,Positive,Good,Neutral,Flexible,2/22/2023,3/15/2023,No
